,original_text,refined_text,label
96,"b' MILAN (Reuters) - Parmalat sued its former auditors  Deloitte   Touche and Grant Thornton on Wednesday, broadening a  legal battle to claw back billions of euros from ex-allies the  food group says helped drive it into insolvency.'","Parmalat, an Italian food company, has filed lawsuits against its former auditors, Deloitte Touche and Grant Thornton. This legal action is part of a larger effort to recover billions of euros from former associates who Parmalat believes contributed to its bankruptcy. 
",2
97,b'A spokesman from the National Bureau of Statistics (NBS) said here Friday that multi-fators have pushed up the housing price. Statistics show that the prices of housing and ',"A spokesperson from the National Bureau of Statistics (NBS) stated that multiple factors have contributed to rising housing prices. According to statistics, the prices of housing have increased. 
",2
98,"b"" SACRAMENTO, Calif. (Reuters) - Members of the board of  Calpers, the biggest U.S. pension fund, voted on Monday to  demand that major car makers meet with them to defend their  lawsuit against California's new air quality regulations to  reduce exhaust emissions from cars and trucks.""","The California Public Employees' Retirement System (CalPERS), the largest pension fund in the United States, has demanded a meeting with major car manufacturers. This demand stems from a lawsuit filed by the car manufacturers against California's new air quality regulations. The regulations aim to reduce exhaust emissions from cars and trucks. 
",2
99,"b'If you believe Dale Earnhardt Jr. is hurting now, wait until late next month, should he fail to recoup the 25 points he lost for uttering a naughty word on national television following last week #39;s emotional victory at Talladega (Ala.'","Dale Earnhardt Jr. lost 25 points for using inappropriate language on national television after winning at Talladega.  If he does not make up those points by the end of next month, he will likely experience further negative consequences. 
",1
100,"b'British Defence Secretary Geoff Hoon, who visited troops in Iraq today, said he saw no reason to delay next month #39;s election as preparations are on track.'","British Defence Secretary Geoff Hoon visited troops in Iraq. He stated that he saw no reason to postpone the election scheduled for next month. Hoon believes that preparations for the election are progressing as planned. 
",0
101,b' NEW YORK (Reuters) - Curt Schilling won his major league  leading 18th game and David Ortiz hit his 35th home run as the  Boston Red Sox edged the Texas Rangers 6-5 in American League  at Fenway Park Sunday.',"Curt Schilling, pitching for the Boston Red Sox, achieved his 18th win of the Major League season, leading the team to a 6-5 victory over the Texas Rangers at Fenway Park. David Ortiz contributed to the win by hitting his 35th home run of the season. 
",1
102,"b'Art collectors spend millions to buy masterpieces, but the masterpiece they buy today could prove to be virtually worthless tomorrow if they aren #39;t careful.'","Art collectors invest large sums of money in acquiring masterpieces. However, the value of these masterpieces can fluctuate significantly, potentially becoming worthless in the future if collectors are not cautious. 
",3
103,b'A fresh round of mass demonstrations over proposed cuts in welfare spending is set to take place in Germany.',"Large-scale protests are planned in Germany in response to proposed reductions in welfare spending. 
",2
104,"b'The Awesome 6500 is the first PC we #39;ve seen from ABS to be built around Intel #39;s new 925X Express chip set, which lets the 6500 use the PCI Express bus and the latest 533-MHz DDR2 dual-channel memory.'","The Awesome 6500 personal computer is the first from ABS to utilize Intel's new 925X Express chipset. This chipset enables the 6500 to leverage the PCI Express bus and support the newest 533-MHz DDR2 dual-channel memory. 
",3
105,"b'OCTOBER 25, 2004 (COMPUTERWORLD) - Google Inc. this month began offering a beta version of a desktop search application that catalogs files, e-mail messages and other information stored on PCs and then enables end users to run searches against the data.'","In October 2004, Google released a beta version of a desktop search application. This application could index and search files, emails, and other data stored on personal computers. Users could then search this indexed data. 
",2
106,b'The Bowl Championship Series is designed to match the No. 1 and No. 2 college football teams in an ultimate championship game. And when you examine the matchup for the Jan. 4 Orange Bowl - USC (12-0) and Oklahoma ',"The Bowl Championship Series (BCS) aims to bring together the top two college football teams for a final championship game.  The Orange Bowl scheduled for January 4th will feature the undefeated University of Southern California Trojans (12-0) against the Oklahoma Sooners. 
",1
107,b'AP - Anthony Davis rushed for two touchdowns and No. 6 Wisconsin beat Northwestern 24-12 Saturday with star defensive end Erasmus James and his pass-rushing partner Jonathan Welsh on the sideline.',"Anthony Davis scored two touchdowns, leading the sixth-ranked Wisconsin Badgers to a 24-12 victory over Northwestern. This win came despite the absence of key defensive players Erasmus James and Jonathan Welsh, who were sidelined during the game. 
",1
108,b' UNITED NATIONS (Reuters) - The U.N. Security Council  adopted a resolution on Saturday that threatens to consider oil  sanctions against Sudan if Khartoum does not stop atrocities in  the Darfur region.',"The United Nations Security Council passed a resolution on Saturday that could lead to oil sanctions against Sudan. The resolution warns Sudan that it will face oil sanctions if it does not stop the atrocities happening in the Darfur region. 
",0
